"population","rep.ID","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"10","10.C02",14.7674536326207,13.0616228916177,1.61545476343215,31.9973764726421,0,1.5977692756355,1.58715389854784,1.27157112892778,1.94585126996025,0,7.08767831348354,1.48189680580773,15.1620335578873,0
"29","29.D02",2.01502444788846,1.90777700433828,0.659534932886594,3.61707896784236,0,1.55489053589959,1.55388237993274,1.45859733960942,1.66383844486749,0,1.08046919639934,0.306433169049033,1.85478099033979,0
"anc4","anc4.E02",8.74447007510195,6.91190220117116,0.199681805006827,21.4609605306291,0,1.55160117466936,1.53887473122612,1.2680016879543,1.87527314531313,0,3.96558759674151,0.138398283948905,10.4436084941433,0
"15","15.F02",8.53334479611918,7.73961158596752,2.57789322232855,16.0777160930035,0,1.36483233209928,1.35840649739643,1.18996403256236,1.54348778843457,0,5.44517096965226,2.18421554311337,9.94059819954139,0
"19","19.B03",14.073224615894,12.7995848163925,3.68477570426516,28.4624543974031,0,1.58697438448189,1.5779444127178,1.32863693169526,1.86077911836686,0,7.00224084109975,2.76847186174737,13.7526709846891,0
"33","33.C03",15.0271891038936,12.7784861391743,1.45856607827541,34.9292468293329,0,1.64053116837568,1.62489171585622,1.28824244255321,2.00203482231641,0,6.75894168754602,1.5500491298539,15.7798385748186,0
"8","8.D03",3.46759196650183,2.78762607856967,0.0215511245261701,7.98357308159156,0,1.50112294605099,1.4919755722665,1.30776799619225,1.71170159260533,0,1.67131311668779,0.0156336800521091,4.29478996792301,0
"25","25.E03",5.89679822037133,5.48783530957182,1.6732708453817,10.5025829212406,0,1.54635588849974,1.54188202056653,1.38586948318444,1.73200225815015,0,3.1233600051608,1.2171790440585,5.70709344101126,0
"19","19.F03",13.3557892922667,10.8738453673891,0.340077925051534,33.3893302416204,0,1.4882361048665,1.4732278874751,1.1541140764503,1.87372313829287,0,6.71734696835287,0.52383155185962,17.0437597181904,0
"33","33.G03",6.64240235233174,5.66462556918525,0.240314215486587,14.2835265251192,0,1.54411238207613,1.53441914719107,1.31607730762203,1.81828269760153,0,3.261721977119,0.418330084474774,7.39241997399653,0
"4","4.B03",30.1146128785721,30.0336233373996,13.2863725988265,49.1694682442502,0,1.85220533596889,1.85210513050036,1.52143565963784,2.19903210659449,0,12.9131547149001,5.89963830225906,19.5910404508174,0
"9","9.C03",14.8644626546637,13.6938232840037,4.63295876105883,27.7907337532591,0,1.71271352775207,1.70482816115521,1.44467216618557,1.98734321429276,0,6.71218120718515,2.71363043341582,12.0531698209191,0
"22","22.D03",16.0204609664532,15.020430826737,6.10182391346829,27.5944709055854,0,1.81803302289447,1.81076850140705,1.59174477301365,2.07362494956314,0,6.73899136898911,3.55590574708318,11.4749894052627,0
"28","28.E03",7.70099345943343,6.8113072944355,1.31901604104318,15.654298400767,0,1.66387442536329,1.65474244801728,1.43524642181057,1.92229146488004,0,3.48444574450446,0.902954061959541,7.10863258760184,0
"4","4.F03",21.316513264106,19.8989413293529,6.31061297863365,39.7904621917931,0,1.89787209630972,1.89026293871868,1.5595277504436,2.23923564296312,0,8.38216257229283,3.64052229623469,15.23942287933,0
"9","9.G03",10.3066348535867,9.83444007282605,5.35440931530834,16.6179025809446,0,1.61616965934673,1.6113771396897,1.46099823636386,1.77374945567764,0,5.25704136047996,2.9546331961297,7.98984549402475,0
"3","3.B03",6.33321076748552,5.98763506308693,2.80795227570665,10.9276363902196,0,1.5890015971295,1.58535456266067,1.4299332617676,1.74310440860164,0,3.25373997880493,1.62183755038287,5.47092259017892,0
"30","30.C03",4.2985955736751,3.31641651951135,0.000404204145423366,10.3343815482009,0,1.53572073163448,1.52247565675721,1.27062996748817,1.81383651987297,0,1.92655193486688,0.00035405710327111,5.30612508838558,0
"20","20.D03",13.2313944342558,11.490027838123,1.96049422490632,28.0706489628853,0,1.52967011292256,1.51843565661476,1.24204306841884,1.82044155335298,0,6.7601354817531,2.02631397893347,14.641911756972,0
"30","30.E03",2.44833814399526,1.30690685679603,0.000261983984475077,7.70285744516325,0,1.40351754574532,1.38762994638408,1.14491592177999,1.68236043717297,0,0.888124076250867,0.00018963690993513,4.58668484884352,0
"7","7.F03",7.06599103653637,6.12492547332761,1.00416174260493,15.3830165735072,0,1.49004221754388,1.48026601495209,1.23705235700687,1.74538527072268,0,3.71525068929442,0.663425659243316,8.21309243661557,0
"14","14.B04",12.6265748778427,11.583295387931,3.51903886209209,24.2176150571384,0,1.60534216038791,1.59758979373063,1.36242177953411,1.86349455141897,0,6.21794517787227,2.39129579366973,11.8186483162304,0
"32","32.C04",10.9874986221394,9.76089546007329,2.91885036063051,23.1746070501422,0,1.722245667052,1.71335599936237,1.43441638750521,2.02380038921379,0,4.72796541702784,1.42794168568888,9.64692142046965,0
"19","19.D04",6.14264984041551,5.79995060074636,2.54431430475326,10.5322537220521,0,1.4402620728052,1.43813430883108,1.29341430541882,1.57602523744791,0,3.70562244646722,1.84761948634114,6.3116755873298,0
"6","6.F04",3.03923082031571,2.44198289643779,0.00380622113978976,7.19407053065456,0,1.33514767189362,1.32854501900786,1.13729553486551,1.5240548671258,0,1.78097972769043,0.00379804606462057,4.6912357064495,0
"31","31.B04",21.1183443277786,19.8596968612669,5.94644806340532,38.9663614930148,0,1.81595912826779,1.80967434700006,1.51667715628623,2.14063114027213,0,8.87289725216386,3.67144217956626,15.4738699114088,0
"35","35.C04",6.62258885496756,6.30046140824434,2.71360393391391,10.8808053749924,0,1.54992891159385,1.54588386336485,1.3984720119007,1.68924679985943,0,3.57513342794934,1.86425251396926,5.83300845038291,0
"4","4.D04",14.1885889831254,13.2813503887479,5.96995358635349,25.3691344454677,0,1.79555575765718,1.78824262669389,1.56428579512366,2.04199774505258,0,6.08470691523794,2.97897301056302,10.1692114533928,0
"2","2.E04",15.7756129173747,15.1895624765648,8.61577500968281,24.1970445613778,0,1.77163681838659,1.76831969624,1.60299574213231,1.96715823276951,0,7.0688450325704,4.43174542836656,10.3265875042435,0
"21","21.F04",2.9296112480576,2.76043057237294,0.853340555879619,5.66153200479294,0,1.59812829609669,1.59611279284569,1.46079268851748,1.73965377820849,0,1.48368139008118,0.454125528766451,2.81380516589805,0
"cc1690","cc1690.B04",13.0352199628943,11.9082951863673,2.89515554430882,24.5775173607151,0,1.54494651598687,1.53855037054257,1.30362708174679,1.81730702375859,0,6.82477046309815,2.71165024706739,13.1655540034423,0
"5","5.C04",12.7802180335282,11.1769250334212,1.57074203213038,28.1557322611201,0,1.43092665709185,1.41804874416987,1.15707128330198,1.75085845906445,0,7.2704291335853,2.07620511103549,15.6543051042218,0
"anc4","anc4.D04",7.82195846072285,7.38430399161922,3.10854143701379,13.3879575123666,0,1.35684115217318,1.35260351236849,1.21616522312577,1.51870332050206,0,5.22380232972043,2.47196785769048,8.70442520343869,0
