"population","rep.ID","Parameter","mean","Rhat","n.eff"
"2","2.B10","r_max",1.43032925668796,1.00174462036085,2800
"anc2","anc2.C10","K_s",1.59179411438228,1.00090509292376,6000
"anc2","anc2.C10","deviance",-14.9869333825379,1.00101862853438,6000
"anc2","anc2.C10","r_max",1.47290379724905,1.00075774249767,6000
"4","4.D10","K_s",1.23799875769275,1.00080074927499,6000
"4","4.D10","deviance",-1.75022269387881,1.00109548635539,5900
"4","4.D10","r_max",1.50458691772944,1.00066712501382,6000
"22","22.E10","K_s",5.99809124742946,1.00357602740222,2700
"22","22.E10","deviance",17.4670201140496,1.0013182772642,4300
"22","22.E10","r_max",1.49982547870944,1.0017265147448,2900
"anc2","anc2.F10","K_s",1.40512934386064,1.00058154745095,6000
"anc2","anc2.F10","deviance",-18.9806350932155,1.00090210259495,6000
"anc2","anc2.F10","r_max",1.46762725953239,1.00065686747316,6000
"29","29.B10","K_s",0.758164792214725,1.00076699370823,6000
"29","29.B10","deviance",-4.66136245105084,1.00077625799652,6000
"29","29.B10","r_max",1.50770603164491,1.00074871467248,6000
"3","3.C10","K_s",1.36305001464176,1.00114728970901,5400
"3","3.C10","deviance",-6.25185111483558,1.00068075941072,6000
"3","3.C10","r_max",1.57636733649252,1.00076741231727,6000
"7","7.D10","K_s",1.27112358139172,1.00126022428745,4600
"7","7.D10","deviance",-4.11513065181649,1.00069860783312,6000
"7","7.D10","r_max",1.44105253672571,1.00113450259058,5500
"5","5.E10","K_s",1.78673874949833,1.00117174521686,5200
"5","5.E10","deviance",-11.6422010158479,1.00087635013813,6000
"5","5.E10","r_max",1.52442289723664,1.0011108010033,5700
"24","24.B11","K_s",1.24130308872833,1.00098207517138,6000
