"","Sp.id","Sp.name","Study","RSE","RSE.mu","RSE.range","RSE.sd","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"13",17,"Chaetoceros deflandrei","Fiala & Oriol (1990)",0.142190684278176,0.234175565212716,0.234175565212716,0.695955700762112,-15.6859042663248,-59.2141964953855,-1.68058470892904,0.0500500500500501,16.0127589531869,15.6984958091382,16.6706585937895,0,11.6347512500057,9.70089633167198,13.3609921261108,0.568569146136883,0.469672546016559,0.671213043101649,-0.23684698001737,-8.62495541180253,4.01680314367036,0.176176176176176,15.2373922529734,14.6662324444681,15.7109945896606,0,0.0227622470887789,-0.687745417720658,17.0799858832795,1.54919119133309,0.0223207105433715,-0.685883261939534,17.0823866295794,1.54765704102307
"14",18,"Chaetoceros didymus","Hulburt (1982)",0.398634062492148,0.276493935054422,0.276493935054422,0.681422744743212,5.24775582294225,-4.75179452888882,10.0901559265333,0,33.9951889254776,32.9572922746736,35.3111406713054,0,25.8051760462943,24.2782892176706,27.1810779323941,1.44478899871447,1.1251329882103,1.77274375942361,14.6663925067631,9.80671636724888,17.7034564636893,0,32.0562422562053,30.9969427919205,33.2400210184075,0,0.0660919415448754,-1.1633583638036,35.9812781394099,7.65318579346656,0.0693242862825232,-1.2086089431926,36.1825092454789,7.95132021490408
"15",19,"Chaetoceros lorenzianus clone Bermuda","Hulburt (1982)",0.455483605556639,0.205351230900348,0.205351230900348,0.692242272415255,-24.5315486189652,-43.2349967729552,-11.5314624843543,0,36.0044773657623,35.2397010084483,37.1676174560934,0,30.3562803016181,28.6952789777206,31.8279904694639,1.55658317779527,1.1570874801022,1.97711964139487,20.947316085431,16.7502939836427,24.4922489434955,0,34.6671559585789,33.753506301701,35.7543752204306,0,0.176353540994061,-0.001,36.0057921942768,5.62786363647559,0.178527097759554,-0.001,35.9381568182893,5.56335109778303
"16",20,"Chaetoceros lorenzianus clone Bushehr","Hulburt (1982)",0.337775618296322,0.243653604745725,0.243653604745725,0.600667193687156,6.70608958666397,-0.158675436233813,12.1888829534818,0,36.4440052992902,35.5185714847912,37.5863497670949,0,27.6629209721202,25.7740155519736,28.8636833299508,1.25916245958954,1.00416450108151,1.51447333329366,16.0842858555219,12.1068449867667,19.3271314006575,0,34.3277990184003,33.4097070125953,35.4297401250257,0,0.0647707011819619,-1.12799954125069,38.8252538380672,8.80401421683368,0.0642023806029331,-1.25593260980649,39.1289317752959,8.90213302589357
"17",21,"Chaetoceros lorenzianus clone Slope water","Hulburt (1982)",0.274291324768353,0.158287493637392,0.158287493637392,0.428308389590928,3.68639638712857,-5.76779867835115,8.80573711776173,0,35.9782832189112,35.5989470483965,36.5089802578045,0,30.4352941921186,28.4902672037789,32.7639879838894,1.63197556912534,1.40240318218171,1.86121168967483,18.2813744586107,15.5544721148934,21.2615759852823,0,34.871275507777,34.1620443367205,35.4958366628142,0,0.036666728186298,-1.14470734467217,36.9665268844106,2.45007659078034,0.0363458065756175,-1.13404669155079,36.9961409532017,2.48926331538266
"18",22,"Chaetoceros pseudocurvisetus","Suzuki & Takahashi (1995)",0.5822809152027,0.358989466832737,0.358989466832737,0.795532693501817,12.1099313680567,7.57378838885891,15.5174285941746,0,34.9865896062283,34.1217491188375,35.5259438286841,0,27.726356550528,26.2785340803505,28.7705242115573,1.46584408316545,1.14319986451893,1.8128714183609,18.7784701430193,15.747953119635,21.0365139418551,0,33.2348315536616,32.2062304495705,33.7831076406246,0,0.0754204718606124,-1.69938887925591,37.3943518951692,7.61374693585483,0.0769756347657727,-1.89927188550467,37.5182912440107,7.75477322474904
"19",23,"Chaetoceros sp.","Suzuki & Takahashi (1995)",0.104152646297732,0.180820566489119,0.180820566489119,0.458151440540611,-44.6572275528264,-95.4435024837342,-19.4342186532749,0.228228228228228,14.9767748980621,14.3048928679365,15.7107490766796,0.027027027027027,3.12141127097114,-2.55920987825843,6.15490018480227,0.51992276995953,0.466584200175413,0.571876378346475,-8.69662083534732,-9.97827759743616,-6.90731639550823,0.892892892892893,12.1781010235823,11.1584446656085,13.2811028853043,0.027027027027027,0.0481757487257933,-0.150109378343734,16.037792103108,8.46663192292276,0.0472087136170744,-0.163406014958754,16.2096750236579,8.76372133567782
"20",24,"Chaetoceros sp.","Thomas (1966)",0.549623933231063,0.124813430323291,0.124813430323291,0.39972444052966,-14.2243823259848,-54.5469980924719,-7.87133254907094,0.45045045045045,39.9963961661865,39.7313133077037,40.3343544164271,0,32.8697138170918,31.4506178716443,34.2350663127551,3.82653581787609,3.55041582114131,4.13496126072894,15.5550108186151,12.7454396264331,18.9010352063539,0,38.5019738301522,38.0816580184495,38.9099415452668,0,0.0473737978907481,-0.129708284427848,40.127192745981,3.30306347996939,0.0462533345085379,-0.124706919651537,40.0755446781809,3.15952389436616
"21",25,"Chaetoceros sp. strain CS256","Renaud et al. (2002)",0.0815999568924033,0.0937930538993141,0.62769197609541,1.48486324708051,-73.5331037803674,-77.0916091887423,-44.837258622661,0,41.6317355867305,39.185723270458,42.9952817940463,0,30.54151886075,29.2454364303856,31.5314840474854,0.849617686285092,0.816306736302266,0.887080630093718,11.6521303950548,9.59085695275019,17.2672693842561,0,38.9707879516464,37.1085385216229,40.3165394047418,0,0.0837509269837609,-0.001,41.6367211536765,11.2199917870388,0.0832810775292665,-0.001,42.0552908075753,11.2087207369604
"22",26,"Chattonella marina","Kahn (1998)",0.0544104226564095,0.131047824655185,0.131047824655185,0.298059760706828,8.51312004664854,7.31258655124411,10.3004148586275,0,34.9225760589896,34.3658252774038,35.2248020460127,0,25.4807187544109,24.7435599644142,26.4554813189756,0.413967622753194,0.375652975571993,0.450502192295843,15.0608205988651,13.8684029156697,16.1905580294634,0,32.5539825586275,31.9672570514104,32.9256299062441,0,0.044246179969975,-1.12752071258197,40.9739930870516,11.1130956302507,0.0444071671413553,-1.12040928968644,41.0578870889054,11.3343960792068
"23",27,"Chattonella marina var. antiqua strain Ho-1","Nakamura (1983)",0.0347941496366143,0.0684924205445163,0.0684924205445163,0.168937670502676,10.6535281976099,7.50935059146004,12.2493834816581,0,30.9810840914683,30.8527864758141,31.1636172759432,0,26.1026643134819,25.6505470370546,26.5225442808078,0.475828922125955,0.44389116452856,0.504486788192495,18.8779319657848,18.0425842948596,19.6184086361133,0,29.8184964515611,29.6485262163808,30.0074892645573,0,0.18728301158475,-0.132690958015456,31.4312526093591,5.31420420918678,0.187803023920306,-0.127329566667519,31.4255552900176,5.30088646857494
"24",28,"Chlamydomonas strain UMACC 229","Teoh et al. (2004)",0.108078579143479,0.270196447858697,0.308795940409939,0.823453351442055,-80.5241632359227,-99.6915567654538,-62.9608762087151,0.515515515515516,31.9979688362202,29.1123814413524,36.2084934075603,0.189189189189189,0.200018022290556,-8.91403973913232,7.28666520554834,0.328371056498087,0.268132799830654,0.401707714851363,NA,NA,NA,1,24.5571715195042,20.7063158356623,28.8863386714686,0.189189189189189,0.0166216248986429,-0.214068694253016,38,25.7669080051332,0.0166256343077735,-0.21545046333726,38,26.5517651548585
"25",29,"Chlorella sp. strain MFD-1","James et al. (1989)",0.0119713085098928,0.0813899499843927,0.15658157229134,0.535474319987577,-14.1327205370824,-52.3253180627155,-1.85297691722853,0.022022022022022,39.3986867720067,38.1931558741881,40.7657464662888,0,24.2369500456598,22.8612168739881,25.0839402921682,0.126403341794652,0.119888181047618,0.13311295598498,3.64123570269395,-6.28654674466851,8.28574134804081,0,35.7413026966499,34.8941390346725,36.9399212577694,0,0.0541421735072165,-0.0727589786027723,42.2152911284457,17.4766728333906,0.0541659677236355,-0.0717470435729463,42.1758699657128,17.4766728333906
