pops,temp,well.rep,r.log,r.log.cln,r.exp.ln,r.exp.log,r.40.ln
24,28,B11_46,-0.1359707253696396,1.9741737205976069,2.707213746002533,3.1967897624505435,NA
24,28,D02_46,1.2679141712525637,1.2679144429028728,3.132627295979479,4.426813705137962,NA
24,28,E06_46,1.4938361468329378,1.5755541251304992,2.9207649593025047,4.837425681430806,NA
24,28,E11_46,-0.11650066827806228,-0.11652893440787558,2.474648506929097,2.9418336131323906,NA
24,34,B11_61,2.3334271461304352,1.9460216636335843,4.3089119784391245,5.603016856384576,NA
24,34,D02_61,1.515693263170295,1.5156914557395897,4.326591834837312,7.589657853194031,NA
24,34,E06_61,1.5746906743756488,1.574690731400472,3.943979570186796,6.9460837584883315,NA
24,34,E11_61,2.3512577989112615,1.9743293755791946,3.607080770260981,8.518464398565593,NA
24,40,B11_76,-5.092909274589447,-3.998983875928742,0.022937668598809517,NA,3.3885241116488247
24,40,D02_76,-5.014623814565752,-3.538553601913505,-0.25144708591226894,NA,3.3885241116488247
24,40,E06_76,-6.911809942781574,-6.040315605045763,-0.15980751961053402,NA,3.3885241116488247
24,40,E11_76,-5.9679825997931255,-6.123104914808682,-0.02293766859880994,NA,3.3885241116488247
24,10,B11_1,0.8864139513485736,0.8898231135295658,0.2845300874428513,0.5327540652698038,NA
24,10,D02_1,0.4662212287333047,0.466221228089507,0.40665098356788726,0.44877404949296523,NA
24,10,E06_1,0.5754505049681765,0.5754505060773701,0.2676909668459225,0.2875326448226052,NA
24,10,E11_1,0.6646274327606658,0.6728295748141336,0.28409027686098737,0.3943539451154389,NA
1,16,B09_16,1.5515774637843025,1.5515774480094637,0.8084393934950707,0.9056984353664046,NA
1,16,C06_16,1.685817001238331,1.6858170019102774,0.7689426452762673,0.8994095449853255,NA
1,16,E02_16,1.319910955153224,1.3451441658713135,0.8041800549379323,1.0062389685129844,NA
1,16,F11_16,1.2267431109200426,1.226743077586725,0.7344529899381151,0.8974522131238796,NA
1,22,B09_31,1.4929107133295498,1.4316175230267472,1.8213200820463658,2.3969332618739894,NA
1,22,C06_31,1.2261604419742422,1.1833079457024682,1.6182142367294,2.2066814789441502,NA
1,22,E02_31,1.1326269764511114,1.089806928581353,1.6486753585807843,1.9933109232007433,NA
1,22,F11_31,1.194270643746837,1.1942706419370082,1.59566818555867,1.8776164581465231,NA
1,28,B09_46,2.191809080511972,1.7114876460183297,3.051080908800848,3.8451626786256874,NA
1,28,C06_46,1.8569755324682236,1.6419134710946177,3.1575116796263187,3.615933865903549,NA
1,28,E02_46,1.2222614830880534,1.2916679748409177,2.9114911641379977,3.482677161290986,NA
1,28,F11_46,2.0222097024868266,1.4859931903191639,2.9800315606667884,3.4041298233435064,NA
1,34,B09_61,4.214525024929168,3.853679514037935,4.028089996190013,6.953132551382252,NA
1,34,C06_61,2.223166626718039,2.0988995827831434,4.24343039257538,4.945173162914973,NA
1,34,E02_61,1.863339629361649,1.863341328404106,4.096594897123785,5.733870357289975,NA
1,34,F11_61,3.93347005099938,3.3180096786936653,4.228385549280787,6.73649874403131,NA
1,40,B09_76,-6.46678750979353,-6.4143704159752595,-0.8908042395655039,NA,3.3885241116488247
1,40,C06_76,-5.566642617741574,-4.270109663350536,-0.5227653804315112,NA,3.3885241116488247
1,40,E02_76,-4.250174173102075,-3.8260390775982764,-0.564243287220588,NA,3.3885241116488247
1,40,F11_76,-6.012273241412071,-5.511218318657633,-0.28583027885355705,NA,3.3885241116488247
1,10,B09_1,0.6156629402222951,0.6156629379110985,0.31873078746417816,0.36843859748755475,NA
1,10,C06_1,0.5426633170999008,0.5426633210199806,0.27538385077752325,0.3580675697996828,NA
1,10,E02_1,0.5553811873217397,0.560172302085238,0.29512932338863374,0.38297036550592667,NA
1,10,F11_1,0.528571614916518,0.5319010038833567,0.3854030224667502,0.4570329088412023,NA
11,16,B07_16,0.9755859447029341,1.1177027128643293,1.125094374015911,1.4370490856636726,NA
11,16,C07_16,0.9863587864094868,1.1250514123335535,0.9854054496277478,1.6024740918371134,NA
11,16,D11_16,1.0017407326735612,1.1207981642908709,1.07718876381545,2.1609885143075727,NA
11,16,G02_16,1.192110508555278,1.2550482795254925,1.0557041258433402,2.07776682591436,NA
11,22,B07_31,0.7572916641984144,0.7572898400738689,1.7426012171336183,4.549706673441808,NA
11,22,C07_31,0.8016192289504113,0.801619554269732,1.976790357058353,4.2871465099183546,NA
11,22,D11_31,1.0251310414325492,1.0251310306012984,2.443598528996573,5.165832595187971,NA
