"","Model","Pop.fac","Pop.num","unique.id","Parameter","mean","Rhat","n.eff"
"233","Lactin 2","27",18,"18.D11","cf.tmax",41.3029748605469,1.12993683081473,2800
"234","Lactin 2","27",18,"18.D11","deviance",-3.13295066979962,1.00228057687546,2000
"235","Lactin 2","27",18,"18.G02","cf.a",0.0599764055848947,1.00392136513275,6000
"236","Lactin 2","27",18,"18.G02","cf.b",-1.16354580352897,1.00151290786242,3500
"237","Lactin 2","27",18,"18.G02","cf.delta_t",6.36016098170819,1.00166024394635,3000
"238","Lactin 2","27",18,"18.G02","cf.sigma",1.06658214445193,1.00174118968139,2800
"239","Lactin 2","27",18,"18.G02","cf.tmax",40.0680822361004,1.01881102579905,2400
"240","Lactin 2","27",18,"18.G02","deviance",14.1572322384342,1.00220484950682,2100
"241","Lactin 2","28",19,"19.B02","cf.a",0.0705851359469332,1.0060402182949,3100
"242","Lactin 2","28",19,"19.B02","cf.b",-1.48361178939107,1.00168613440745,3000
"243","Lactin 2","28",19,"19.B02","cf.delta_t",3.93072339545361,1.00148471754291,3600
"244","Lactin 2","28",19,"19.B02","cf.sigma",0.895942350633712,1.00133372399716,4200
"245","Lactin 2","28",19,"19.B02","cf.tmax",39.9617708377362,1.03876937147382,1600
"246","Lactin 2","28",19,"19.B02","deviance",10.0158498802478,1.00143970930623,3700
"247","Lactin 2","28",19,"19.C05","cf.a",0.0687100706304731,1.00107112990565,6000
"248","Lactin 2","28",19,"19.C05","cf.b",-1.36539761159848,1.00093549841685,6000
"249","Lactin 2","28",19,"19.C05","cf.delta_t",5.02953594182364,1.00225128435959,2000
"250","Lactin 2","28",19,"19.C05","cf.sigma",1.15666189381796,1.00170172812138,2900
"251","Lactin 2","28",19,"19.C05","cf.tmax",40.0442815145354,1.02149425694669,2200
"252","Lactin 2","28",19,"19.C05","deviance",14.7170352633076,1.00191651336961,2500
"253","Lactin 2","28",19,"19.E03","cf.a",0.0734184961126054,1.00243357505912,1800
"254","Lactin 2","28",19,"19.E03","cf.b",-1.45343789692137,1.00243079018005,1800
"255","Lactin 2","28",19,"19.E03","cf.delta_t",5.09661189215148,1.00163053742177,3100
"256","Lactin 2","28",19,"19.E03","cf.sigma",0.46169781115119,1.00136492345035,4000
"257","Lactin 2","28",19,"19.E03","cf.tmax",40.6424416095099,1.05290586655071,2500
"258","Lactin 2","28",19,"19.E03","deviance",3.08542025351229,1.00154084231111,3400
"259","Lactin 2","28",19,"19.F02","cf.a",0.0771276924179137,1.00173203049207,2800
"260","Lactin 2","28",19,"19.F02","cf.b",-1.23697982845854,1.00265171829177,1600
"261","Lactin 2","28",19,"19.F02","cf.delta_t",5.41578345748179,1.00125310941459,6000
"262","Lactin 2","28",19,"19.F02","cf.sigma",0.290021792537303,1.00192327574105,2500
"263","Lactin 2","28",19,"19.F02","cf.tmax",40.8156371119328,1.17984866982644,1900
"264","Lactin 2","28",19,"19.F02","deviance",-2.79276193383663,1.00191630970416,2500
"265","Lactin 2","10",2,"2.C02","cf.a",0.0699363657860147,1.00161091376353,5800
"266","Lactin 2","10",2,"2.C02","cf.b",-1.13586158215148,1.00072476897355,6000
"267","Lactin 2","10",2,"2.C02","cf.delta_t",6.76741202253576,1.0011903484566,5100
"268","Lactin 2","10",2,"2.C02","cf.sigma",0.567390375573816,1.00093619436094,6000
"269","Lactin 2","10",2,"2.C02","cf.tmax",40.8364088175575,1.09640306605439,1900
"270","Lactin 2","10",2,"2.C02","deviance",6.59569406249875,1.00098175069256,6000
"271","Lactin 2","10",2,"2.D05","cf.a",0.0719814296660966,1.00157198694127,3500
"272","Lactin 2","10",2,"2.D05","cf.b",-1.0497026515788,1.00125739416787,4600
"273","Lactin 2","10",2,"2.D05","cf.delta_t",6.47187215006739,1.00126155302206,6000
"274","Lactin 2","10",2,"2.D05","cf.sigma",0.472388408418406,1.00063297896335,6000
"275","Lactin 2","10",2,"2.D05","cf.tmax",40.874793425695,1.08918345800413,1400
"276","Lactin 2","10",2,"2.D05","deviance",3.99236766792704,1.0007341486363,6000
"277","Lactin 2","10",2,"2.D11","cf.a",0.0685905571218086,1.00562867494183,2800
"278","Lactin 2","10",2,"2.D11","cf.b",-1.37472564593037,1.00210259784703,2200
"279","Lactin 2","10",2,"2.D11","cf.delta_t",5.67870074178283,1.00244021860471,1900
"280","Lactin 2","10",2,"2.D11","cf.sigma",0.370944280961253,1.0012674388894,4600
"281","Lactin 2","10",2,"2.D11","cf.tmax",40.8884250173808,1.10633508455163,2100
"282","Lactin 2","10",2,"2.D11","deviance",0.125845589078064,1.00120612204745,4900
"283","Lactin 2","10",2,"2.F08","cf.a",0.0719252415107859,1.00427687849072,930
"284","Lactin 2","10",2,"2.F08","cf.b",-1.10243765896296,1.00228534023819,2000
"285","Lactin 2","10",2,"2.F08","cf.delta_t",6.60781887556762,1.00511983098961,870
"286","Lactin 2","10",2,"2.F08","cf.sigma",0.114658401653597,1.00104844686816,6000
"287","Lactin 2","10",2,"2.F08","cf.tmax",41.1483915959256,1.00185577258837,4700
"288","Lactin 2","10",2,"2.F08","deviance",-14.315056699993,1.0010178677894,6000
"289","Lactin 2","29",20,"20.B10","cf.a",0.0893675023400045,1.03820432993809,97
"290","Lactin 2","29",20,"20.B10","cf.b",-1.13886435661451,1.04248977357139,88
"291","Lactin 2","29",20,"20.B10","cf.delta_t",6.50359435518089,1.02071713018619,190
"292","Lactin 2","29",20,"20.B10","cf.sigma",0.128489624842156,1.01425493679068,260
"293","Lactin 2","29",20,"20.B10","cf.tmax",40.6238310446458,1.0264928595922,150
"294","Lactin 2","29",20,"20.B10","deviance",-14.7827387496301,1.01606988186931,230
"295","Lactin 2","29",20,"20.D02","cf.a",0.0617582900058081,1.00410287891301,1400
"296","Lactin 2","29",20,"20.D02","cf.b",-1.29146557801853,1.00345247149794,1800
"297","Lactin 2","29",20,"20.D02","cf.delta_t",4.58555638174179,1.00734002443315,1900
"298","Lactin 2","29",20,"20.D02","cf.sigma",0.156643842196191,1.00400215995374,1000
"299","Lactin 2","29",20,"20.D02","cf.tmax",40.5464092838613,1.28337714487285,530
"300","Lactin 2","29",20,"20.D02","deviance",-13.2082636110342,1.00480740555738,950
"301","Lactin 2","29",20,"20.E06","cf.a",0.0709481421660114,1.00211860678054,4500
"302","Lactin 2","29",20,"20.E06","cf.b",-1.17600320024629,1.00189563329998,2500
"303","Lactin 2","29",20,"20.E06","cf.delta_t",6.20368487097554,1.00124410538945,6000
"304","Lactin 2","29",20,"20.E06","cf.sigma",0.432041230396919,1.00103797169439,6000
